Reach,River Sta,Profile,Q Total (cfs),W.S. Elev (ft)
WFK16 - KC WFK E,5429.81,5 Yr 24 Hr,129.6,1015.54
WFK16 - KC WFK E,5429.81,10 Yr 24 Hr,192.8,1015.87
WFK16 - KC WFK E,5429.81,25 Yr 24 Hr,302.8,1016.34
WFK16 - KC WFK E,5429.81,50 Yr 24 Hr,404.3,1016.71
WFK16 - KC WFK E,5429.81,100 Yr 24 Hr,527.4,1017.09
WFK16 - KC WFK E,5429.81,200 Yr 24 Hr,667.3,1017.48
WFK16 - KC WFK E,5429.81,500 Yr 24 Hr,871.7,1017.96
WFK16 - KC WFK E,5346.20*,2 Yr 24 Hr,73.8,1014.39
WFK16 - KC WFK E,5346.20*,5 Yr 24 Hr,129.6,1014.79
WFK16 - KC WFK E,5346.20*,10 Yr 24 Hr,192.8,1015.15
WFK16 - KC WFK E,5346.20*,25 Yr 24 Hr,302.8,1015.65
WFK16 - KC WFK E,5346.20*,50 Yr 24 Hr,404.3,1016.03
WFK16 - KC WFK E,5346.20*,100 Yr 24 Hr,527.4,1016.43
WFK16 - KC WFK E,5346.20*,200 Yr 24 Hr,667.3,1016.81
WFK16 - KC WFK E,5346.20*,500 Yr 24 Hr,871.7,1017.28
WFK16 - KC WFK E,5262.58,2 Yr 24 Hr,73.8,1013.46
WFK16 - KC WFK E,5262.58,5 Yr 24 Hr,129.6,1013.9
WFK16 - KC WFK E,5262.58,10 Yr 24 Hr,192.8,1014.3
WFK16 - KC WFK E,5262.58,25 Yr 24 Hr,302.8,1014.78
WFK16 - KC WFK E,5262.58,50 Yr 24 Hr,404.3,1015.15
WFK16 - KC WFK E,5262.58,100 Yr 24 Hr,527.4,1015.53
WFK16 - KC WFK E,5262.58,200 Yr 24 Hr,667.3,1015.9
WFK16 - KC WFK E,5262.58,500 Yr 24 Hr,871.7,1016.35
WFK16 - KC WFK E,5164.10*,2 Yr 24 Hr,73.8,1013.18
WFK16 - KC WFK E,5164.10*,5 Yr 24 Hr,129.6,1013.54
WFK16 - KC WFK E,5164.10*,10 Yr 24 Hr,192.8,1013.92
WFK16 - KC WFK E,5164.10*,25 Yr 24 Hr,302.8,1014.33
WFK16 - KC WFK E,5164.10*,50 Yr 24 Hr,404.3,1014.66
WFK16 - KC WFK E,5164.10*,100 Yr 24 Hr,527.4,1015
WFK16 - KC WFK E,5164.10*,200 Yr 24 Hr,667.3,1015.32
WFK16 - KC WFK E,5164.10*,500 Yr 24 Hr,871.7,1015.74
WFK16 - KC WFK E,5065.61,2 Yr 24 Hr,73.8,1013.15
WFK16 - KC WFK E,5065.61,5 Yr 24 Hr,129.6,1013.49
WFK16 - KC WFK E,5065.61,10 Yr 24 Hr,192.8,1013.85
WFK16 - KC WFK E,5065.61,25 Yr 24 Hr,302.8,1014.23
WFK16 - KC WFK E,5065.61,50 Yr 24 Hr,404.3,1014.52
WFK16 - KC WFK E,5065.61,100 Yr 24 Hr,527.4,1014.84
WFK16 - KC WFK E,5065.61,200 Yr 24 Hr,667.3,1015.14
WFK16 - KC WFK E,5065.61,500 Yr 24 Hr,871.7,1015.53
WFK16 - KC WFK E,4977.76,2 Yr 24 Hr,73.8,1013.1
WFK16 - KC WFK E,4977.76,5 Yr 24 Hr,129.6,1013.41
WFK16 - KC WFK E,4977.76,10 Yr 24 Hr,192.8,1013.75
WFK16 - KC WFK E,4977.76,25 Yr 24 Hr,302.8,1014.08
WFK16 - KC WFK E,4977.76,50 Yr 24 Hr,404.3,1014.35
WFK16 - KC WFK E,4977.76,100 Yr 24 Hr,527.4,1014.63
WFK16 - KC WFK E,4977.76,200 Yr 24 Hr,667.3,1014.9
WFK16 - KC WFK E,4977.76,500 Yr 24 Hr,871.7,1015.24
WFK16 - KC WFK E,4911,,Bridge,
WFK16 - KC WFK E,4866.86,2 Yr 24 Hr,73.8,1010.07
WFK16 - KC WFK E,4866.86,5 Yr 24 Hr,129.6,1010.58
WFK16 - KC WFK E,4866.86,10 Yr 24 Hr,192.8,1011.18
WFK16 - KC WFK E,4866.86,25 Yr 24 Hr,302.8,1012.73
WFK16 - KC WFK E,4866.86,50 Yr 24 Hr,404.3,1012.83
WFK16 - KC WFK E,4866.86,100 Yr 24 Hr,527.4,1012.92
WFK16 - KC WFK E,4866.86,200 Yr 24 Hr,667.3,1013.04
WFK16 - KC WFK E,4866.86,500 Yr 24 Hr,871.7,1013.18
WFK16 - KC WFK E,4799.75*,2 Yr 24 Hr,73.8,1007.99
WFK16 - KC WFK E,4799.75*,5 Yr 24 Hr,129.6,1008.29
WFK16 - KC WFK E,4799.75*,10 Yr 24 Hr,192.8,1008.55
WFK16 - KC WFK E,4799.75*,25 Yr 24 Hr,302.8,1008.9
WFK16 - KC WFK E,4799.75*,50 Yr 24 Hr,404.3,1009.17
WFK16 - KC WFK E,4799.75*,100 Yr 24 Hr,527.4,1009.47
WFK16 - KC WFK E,4799.75*,200 Yr 24 Hr,667.3,1009.76
WFK16 - KC WFK E,4799.75*,500 Yr 24 Hr,871.7,1010.12
WFK16 - KC WFK E,4732.64*,2 Yr 24 Hr,73.8,1006.12
WFK16 - KC WFK E,4732.64*,5 Yr 24 Hr,129.6,1006.41
WFK16 - KC WFK E,4732.64*,10 Yr 24 Hr,192.8,1006.69
WFK16 - KC WFK E,4732.64*,25 Yr 24 Hr,302.8,1007.09
WFK16 - KC WFK E,4732.64*,50 Yr 24 Hr,404.3,1007.4
WFK16 - KC WFK E,4732.64*,100 Yr 24 Hr,527.4,1007.67
WFK16 - KC WFK E,4732.64*,200 Yr 24 Hr,667.3,1007.91
WFK16 - KC WFK E,4732.64*,500 Yr 24 Hr,871.7,1008.21
WFK16 - KC WFK E,4665.53,2 Yr 24 Hr,73.8,1004.81
WFK16 - KC WFK E,4665.53,5 Yr 24 Hr,129.6,1005.2
WFK16 - KC WFK E,4665.53,10 Yr 24 Hr,192.8,1005.53
WFK16 - KC WFK E,4665.53,25 Yr 24 Hr,302.8,1006.01
WFK16 - KC WFK E,4665.53,50 Yr 24 Hr,404.3,1006.36
WFK16 - KC WFK E,4665.53,100 Yr 24 Hr,527.4,1006.68
WFK16 - KC WFK E,4665.53,200 Yr 24 Hr,667.3,1006.95
WFK16 - KC WFK E,4665.53,500 Yr 24 Hr,871.7,1007.27
WFK16 - KC WFK E,4596.77*,2 Yr 24 Hr,73.8,1004.04
WFK16 - KC WFK E,4596.77*,5 Yr 24 Hr,129.6,1004.42
WFK16 - KC WFK E,4596.77*,10 Yr 24 Hr,192.8,1004.77
WFK16 - KC WFK E,4596.77*,25 Yr 24 Hr,302.8,1005.25
WFK16 - KC WFK E,4596.77*,50 Yr 24 Hr,404.3,1005.62
WFK16 - KC WFK E,4596.77*,100 Yr 24 Hr,527.4,1005.96
WFK16 - KC WFK E,4596.77*,200 Yr 24 Hr,667.3,1006.24
WFK16 - KC WFK E,4596.77*,500 Yr 24 Hr,871.7,1006.57
WFK16 - KC WFK E,4528.00*,2 Yr 24 Hr,73.8,1003.26
WFK16 - KC WFK E,4528.00*,5 Yr 24 Hr,129.6,1003.64
WFK16 - KC WFK E,4528.00*,10 Yr 24 Hr,192.8,1003.99
WFK16 - KC WFK E,4528.00*,25 Yr 24 Hr,302.8,1004.46
WFK16 - KC WFK E,4528.00*,50 Yr 24 Hr,404.3,1004.82
WFK16 - KC WFK E,4528.00*,100 Yr 24 Hr,527.4,1005.19
WFK16 - KC WFK E,4528.00*,200 Yr 24 Hr,667.3,1005.49
WFK16 - KC WFK E,4528.00*,500 Yr 24 Hr,871.7,1005.84
WFK16 - KC WFK E,4459.24,2 Yr 24 Hr,73.8,1002.46
WFK16 - KC WFK E,4459.24,5 Yr 24 Hr,129.6,1002.8
WFK16 - KC WFK E,4459.24,10 Yr 24 Hr,192.8,1003.11
WFK16 - KC WFK E,4459.24,25 Yr 24 Hr,302.8,1003.54
WFK16 - KC WFK E,4459.24,50 Yr 24 Hr,404.3,1003.88
WFK16 - KC WFK E,4459.24,100 Yr 24 Hr,527.4,1004.24
WFK16 - KC WFK E,4459.24,200 Yr 24 Hr,667.3,1004.61
WFK16 - KC WFK E,4459.24,500 Yr 24 Hr,871.7,1004.99
WFK16 - KC WFK E,4360.12*,2 Yr 24 Hr,73.8,1000.6
WFK16 - KC WFK E,4360.12*,5 Yr 24 Hr,129.6,1000.96
WFK16 - KC WFK E,4360.12*,10 Yr 24 Hr,192.8,1001.29
WFK16 - KC WFK E,4360.12*,25 Yr 24 Hr,302.8,1001.79
WFK16 - KC WFK E,4360.12*,50 Yr 24 Hr,404.3,1002.17
WFK16 - KC WFK E,4360.12*,100 Yr 24 Hr,527.4,1002.58
WFK16 - KC WFK E,4360.12*,200 Yr 24 Hr,667.3,1003
WFK16 - KC WFK E,4360.12*,500 Yr 24 Hr,871.7,1003.53
WFK16 - KC WFK E,4260.99,2 Yr 24 Hr,73.8,999.15
WFK16 - KC WFK E,4260.99,5 Yr 24 Hr,129.6,999.59
WFK16 - KC WFK E,4260.99,10 Yr 24 Hr,192.8,999.97
WFK16 - KC WFK E,4260.99,25 Yr 24 Hr,302.8,1000.51
WFK16 - KC WFK E,4260.99,50 Yr 24 Hr,404.3,1000.91
WFK16 - KC WFK E,4260.99,100 Yr 24 Hr,527.4,1001.33
WFK16 - KC WFK E,4260.99,200 Yr 24 Hr,667.3,1001.73
WFK16 - KC WFK E,4260.99,500 Yr 24 Hr,871.7,1002.23
WFK16 - KC WFK E,4163.15*,2 Yr 24 Hr,73.8,998.33
WFK16 - KC WFK E,4163.15*,5 Yr 24 Hr,129.6,998.73
WFK16 - KC WFK E,4163.15*,10 Yr 24 Hr,192.8,999.08
WFK16 - KC WFK E,4163.15*,25 Yr 24 Hr,302.8,999.56
WFK16 - KC WFK E,4163.15*,50 Yr 24 Hr,404.3,999.92
WFK16 - KC WFK E,4163.15*,100 Yr 24 Hr,527.4,1000.29
WFK16 - KC WFK E,4163.15*,200 Yr 24 Hr,667.3,1000.64
WFK16 - KC WFK E,4163.15*,500 Yr 24 Hr,871.7,1001.08
WFK16 - KC WFK E,4065.31,2 Yr 24 Hr,73.8,997.23
WFK16 - KC WFK E,4065.31,5 Yr 24 Hr,129.6,997.6
WFK16 - KC WFK E,4065.31,10 Yr 24 Hr,192.8,997.91
WFK16 - KC WFK E,4065.31,25 Yr 24 Hr,302.8,998.33
WFK16 - KC WFK E,4065.31,50 Yr 24 Hr,404.3,998.63
WFK16 - KC WFK E,4065.31,100 Yr 24 Hr,527.4,998.94
WFK16 - KC WFK E,4065.31,200 Yr 24 Hr,667.3,999.25
WFK16 - KC WFK E,4065.31,500 Yr 24 Hr,871.7,999.66
WFK16 - KC WFK E,3966.21*,2 Yr 24 Hr,73.8,995.56
WFK16 - KC WFK E,3966.21*,5 Yr 24 Hr,129.6,995.89
WFK16 - KC WFK E,3966.21*,10 Yr 24 Hr,192.8,996.17
WFK16 - KC WFK E,3966.21*,25 Yr 24 Hr,302.8,996.57
WFK16 - KC WFK E,3966.21*,50 Yr 24 Hr,404.3,996.89
WFK16 - KC WFK E,3966.21*,100 Yr 24 Hr,527.4,997.23
WFK16 - KC WFK E,3966.21*,200 Yr 24 Hr,667.3,997.57
WFK16 - KC WFK E,3966.21*,500 Yr 24 Hr,871.7,998.01
WFK16 - KC WFK E,3867.1,2 Yr 24 Hr,73.8,994.06
WFK16 - KC WFK E,3867.1,5 Yr 24 Hr,129.6,994.44
WFK16 - KC WFK E,3867.1,10 Yr 24 Hr,192.8,994.78
WFK16 - KC WFK E,3867.1,25 Yr 24 Hr,302.8,995.26
WFK16 - KC WFK E,3867.1,50 Yr 24 Hr,404.3,995.62
WFK16 - KC WFK E,3867.1,100 Yr 24 Hr,527.4,995.99
WFK16 - KC WFK E,3867.1,200 Yr 24 Hr,667.3,996.34
WFK16 - KC WFK E,3867.1,500 Yr 24 Hr,871.7,996.75
WFK16 - KC WFK E,3770.95*,2 Yr 24 Hr,73.8,992.99
WFK16 - KC WFK E,3770.95*,5 Yr 24 Hr,129.6,993.4
WFK16 - KC WFK E,3770.95*,10 Yr 24 Hr,192.8,993.77
WFK16 - KC WFK E,3770.95*,25 Yr 24 Hr,302.8,994.27
WFK16 - KC WFK E,3770.95*,50 Yr 24 Hr,404.3,994.64
WFK16 - KC WFK E,3770.95*,100 Yr 24 Hr,527.4,995.01
WFK16 - KC WFK E,3770.95*,200 Yr 24 Hr,667.3,995.38
WFK16 - KC WFK E,3770.95*,500 Yr 24 Hr,871.7,995.28
WFK16 - KC WFK E,3674.79,2 Yr 24 Hr,73.8,991.56
WFK16 - KC WFK E,3674.79,5 Yr 24 Hr,129.6,991.94
WFK16 - KC WFK E,3674.79,10 Yr 24 Hr,192.8,992.23
WFK16 - KC WFK E,3674.79,25 Yr 24 Hr,302.8,992.61
WFK16 - KC WFK E,3674.79,50 Yr 24 Hr,404.3,992.88
WFK16 - KC WFK E,3674.79,100 Yr 24 Hr,527.4,993.17
WFK16 - KC WFK E,3674.79,200 Yr 24 Hr,667.3,993.44
WFK16 - KC WFK E,3674.79,500 Yr 24 Hr,871.7,993.82
WFK16 - KC WFK E,3602.50*,2 Yr 24 Hr,73.8,990.02
WFK16 - KC WFK E,3602.50*,5 Yr 24 Hr,129.6,990.37
WFK16 - KC WFK E,3602.50*,10 Yr 24 Hr,192.8,990.67
WFK16 - KC WFK E,3602.50*,25 Yr 24 Hr,302.8,991.05
WFK16 - KC WFK E,3602.50*,50 Yr 24 Hr,404.3,991.32
WFK16 - KC WFK E,3602.50*,100 Yr 24 Hr,527.4,991.58
WFK16 - KC WFK E,3602.50*,200 Yr 24 Hr,667.3,991.8
WFK16 - KC WFK E,3602.50*,500 Yr 24 Hr,871.7,992.04
WFK16 - KC WFK E,3530.21*,2 Yr 24 Hr,73.8,988.32
WFK16 - KC WFK E,3530.21*,5 Yr 24 Hr,129.6,988.66
WFK16 - KC WFK E,3530.21*,10 Yr 24 Hr,192.8,988.93
WFK16 - KC WFK E,3530.21*,25 Yr 24 Hr,302.8,989.28
WFK16 - KC WFK E,3530.21*,50 Yr 24 Hr,404.3,989.5
WFK16 - KC WFK E,3530.21*,100 Yr 24 Hr,527.4,989.71
WFK16 - KC WFK E,3530.21*,200 Yr 24 Hr,667.3,989.92
WFK16 - KC WFK E,3530.21*,500 Yr 24 Hr,871.7,990.17
WFK16 - KC WFK E,3457.92,2 Yr 24 Hr,73.8,986.9
WFK16 - KC WFK E,3457.92,5 Yr 24 Hr,129.6,987.26
WFK16 - KC WFK E,3457.92,10 Yr 24 Hr,192.8,987.56
WFK16 - KC WFK E,3457.92,25 Yr 24 Hr,302.8,987.89
WFK16 - KC WFK E,3457.92,50 Yr 24 Hr,404.3,988.11
WFK16 - KC WFK E,3457.92,100 Yr 24 Hr,527.4,988.32
WFK16 - KC WFK E,3457.92,200 Yr 24 Hr,667.3,988.54
WFK16 - KC WFK E,3457.92,500 Yr 24 Hr,871.7,988.81
WFK16 - KC WFK E,3365.75*,2 Yr 24 Hr,73.8,985.62
WFK16 - KC WFK E,3365.75*,5 Yr 24 Hr,129.6,985.99
WFK16 - KC WFK E,3365.75*,10 Yr 24 Hr,192.8,986.3
WFK16 - KC WFK E,3365.75*,25 Yr 24 Hr,302.8,986.64
WFK16 - KC WFK E,3365.75*,50 Yr 24 Hr,404.3,986.84
WFK16 - KC WFK E,3365.75*,100 Yr 24 Hr,527.4,987.03
WFK16 - KC WFK E,3365.75*,200 Yr 24 Hr,667.3,987.2
WFK16 - KC WFK E,3365.75*,500 Yr 24 Hr,871.7,987.43
WFK16 - KC WFK E,3273.57,2 Yr 24 Hr,73.8,984.25
WFK16 - KC WFK E,3273.57,5 Yr 24 Hr,129.6,984.57
WFK16 - KC WFK E,3273.57,10 Yr 24 Hr,192.8,984.85
WFK16 - KC WFK E,3273.57,25 Yr 24 Hr,302.8,985.19
WFK16 - KC WFK E,3273.57,50 Yr 24 Hr,404.3,985.4
WFK16 - KC WFK E,3273.57,100 Yr 24 Hr,527.4,985.6
WFK16 - KC WFK E,3273.57,200 Yr 24 Hr,667.3,985.8
WFK16 - KC WFK E,3273.57,500 Yr 24 Hr,871.7,986.08
WFK16 - KC WFK E,3178.57*,2 Yr 24 Hr,73.8,981.83
WFK16 - KC WFK E,3178.57*,5 Yr 24 Hr,129.6,982.14
WFK16 - KC WFK E,3178.57*,10 Yr 24 Hr,192.8,982.41
WFK16 - KC WFK E,3178.57*,25 Yr 24 Hr,302.8,982.8
WFK16 - KC WFK E,3178.57*,50 Yr 24 Hr,404.3,983.09
WFK16 - KC WFK E,3178.57*,100 Yr 24 Hr,527.4,983.41
WFK16 - KC WFK E,3178.57*,200 Yr 24 Hr,667.3,983.73
WFK16 - KC WFK E,3178.57*,500 Yr 24 Hr,871.7,984.13
WFK16 - KC WFK E,3083.57,2 Yr 24 Hr,73.8,979.96
WFK16 - KC WFK E,3083.57,5 Yr 24 Hr,129.6,980.33
WFK16 - KC WFK E,3083.57,10 Yr 24 Hr,192.8,980.66
WFK16 - KC WFK E,3083.57,25 Yr 24 Hr,302.8,981.12
WFK16 - KC WFK E,3083.57,50 Yr 24 Hr,404.3,981.45
WFK16 - KC WFK E,3083.57,100 Yr 24 Hr,527.4,981.8
WFK16 - KC WFK E,3083.57,200 Yr 24 Hr,667.3,982.15
WFK16 - KC WFK E,3083.57,500 Yr 24 Hr,871.7,982.56
WFK16 - KC WFK E,3009.50*,2 Yr 24 Hr,73.8,979.12
WFK16 - KC WFK E,3009.50*,5 Yr 24 Hr,129.6,979.49
WFK16 - KC WFK E,3009.50*,10 Yr 24 Hr,192.8,979.8
WFK16 - KC WFK E,3009.50*,25 Yr 24 Hr,302.8,980.22
WFK16 - KC WFK E,3009.50*,50 Yr 24 Hr,404.3,980.53
WFK16 - KC WFK E,3009.50*,100 Yr 24 Hr,527.4,980.85
WFK16 - KC WFK E,3009.50*,200 Yr 24 Hr,667.3,981.17
WFK16 - KC WFK E,3009.50*,500 Yr 24 Hr,871.7,981.58
WFK16 - KC WFK E,2935.44*,2 Yr 24 Hr,73.8,978.12
WFK16 - KC WFK E,2935.44*,5 Yr 24 Hr,129.6,978.44
WFK16 - KC WFK E,2935.44*,10 Yr 24 Hr,192.8,978.74
WFK16 - KC WFK E,2935.44*,25 Yr 24 Hr,302.8,979.17
WFK16 - KC WFK E,2935.44*,50 Yr 24 Hr,404.3,979.51
WFK16 - KC WFK E,2935.44*,100 Yr 24 Hr,527.4,979.87
WFK16 - KC WFK E,2935.44*,200 Yr 24 Hr,667.3,980.24
WFK16 - KC WFK E,2935.44*,500 Yr 24 Hr,871.7,980.71
WFK16 - KC WFK E,2861.37,2 Yr 24 Hr,73.8,977.34
WFK16 - KC WFK E,2861.37,5 Yr 24 Hr,129.6,977.71
WFK16 - KC WFK E,2861.37,10 Yr 24 Hr,192.8,978.04
WFK16 - KC WFK E,2861.37,25 Yr 24 Hr,302.8,978.52
WFK16 - KC WFK E,2861.37,50 Yr 24 Hr,404.3,978.89
WFK16 - KC WFK E,2861.37,100 Yr 24 Hr,527.4,979.29
WFK16 - KC WFK E,2861.37,200 Yr 24 Hr,667.3,979.68
WFK16 - KC WFK E,2861.37,500 Yr 24 Hr,871.7,980.16
WFK16 - KC WFK E,2791.42*,2 Yr 24 Hr,73.8,976.72
WFK16 - KC WFK E,2791.42*,5 Yr 24 Hr,129.6,977.1
WFK16 - KC WFK E,2791.42*,10 Yr 24 Hr,192.8,977.45
WFK16 - KC WFK E,2791.42*,25 Yr 24 Hr,302.8,977.93
WFK16 - KC WFK E,2791.42*,50 Yr 24 Hr,404.3,978.3
WFK16 - KC WFK E,2791.42*,100 Yr 24 Hr,527.4,978.69
WFK16 - KC WFK E,2791.42*,200 Yr 24 Hr,667.3,979.09
WFK16 - KC WFK E,2791.42*,500 Yr 24 Hr,871.7,979.59
WFK16 - KC WFK E,2721.47*,2 Yr 24 Hr,73.8,975.97
WFK16 - KC WFK E,2721.47*,5 Yr 24 Hr,129.6,976.34
WFK16 - KC WFK E,2721.47*,10 Yr 24 Hr,192.8,976.69
WFK16 - KC WFK E,2721.47*,25 Yr 24 Hr,302.8,977.17
WFK16 - KC WFK E,2721.47*,50 Yr 24 Hr,404.3,977.53
WFK16 - KC WFK E,2721.47*,100 Yr 24 Hr,527.4,977.92
WFK16 - KC WFK E,2721.47*,200 Yr 24 Hr,667.3,978.3
WFK16 - KC WFK E,2721.47*,500 Yr 24 Hr,871.7,978.79
WFK16 - KC WFK E,2651.52,2 Yr 24 Hr,73.8,975.1
WFK16 - KC WFK E,2651.52,5 Yr 24 Hr,129.6,975.46
WFK16 - KC WFK E,2651.52,10 Yr 24 Hr,192.8,975.77
WFK16 - KC WFK E,2651.52,25 Yr 24 Hr,302.8,976.21
WFK16 - KC WFK E,2651.52,50 Yr 24 Hr,404.3,976.55
WFK16 - KC WFK E,2651.52,100 Yr 24 Hr,527.4,976.91
WFK16 - KC WFK E,2651.52,200 Yr 24 Hr,667.3,977.27
WFK16 - KC WFK E,2651.52,500 Yr 24 Hr,871.7,977.73
WFK16 - KC WFK E,2556.84*,2 Yr 24 Hr,73.8,973.46
WFK16 - KC WFK E,2556.84*,5 Yr 24 Hr,129.6,973.81
WFK16 - KC WFK E,2556.84*,10 Yr 24 Hr,192.8,974.13
WFK16 - KC WFK E,2556.84*,25 Yr 24 Hr,302.8,974.59
WFK16 - KC WFK E,2556.84*,50 Yr 24 Hr,404.3,974.93
WFK16 - KC WFK E,2556.84*,100 Yr 24 Hr,527.4,975.3
WFK16 - KC WFK E,2556.84*,200 Yr 24 Hr,667.3,975.66
WFK16 - KC WFK E,2556.84*,500 Yr 24 Hr,871.7,976.12
WFK16 - KC WFK E,2462.15,2 Yr 24 Hr,73.8,972.17
WFK16 - KC WFK E,2462.15,5 Yr 24 Hr,129.6,972.58
WFK16 - KC WFK E,2462.15,10 Yr 24 Hr,192.8,972.95
WFK16 - KC WFK E,2462.15,25 Yr 24 Hr,302.8,973.45
WFK16 - KC WFK E,2462.15,50 Yr 24 Hr,404.3,973.81
WFK16 - KC WFK E,2462.15,100 Yr 24 Hr,527.4,974.18
WFK16 - KC WFK E,2462.15,200 Yr 24 Hr,667.3,974.54
WFK16 - KC WFK E,2462.15,500 Yr 24 Hr,871.7,974.99
WFK16 - KC WFK E,2393.26*,2 Yr 24 Hr,73.8,971.53
WFK16 - KC WFK E,2393.26*,5 Yr 24 Hr,129.6,971.94
WFK16 - KC WFK E,2393.26*,10 Yr 24 Hr,192.8,972.32
WFK16 - KC WFK E,2393.26*,25 Yr 24 Hr,302.8,972.81
WFK16 - KC WFK E,2393.26*,50 Yr 24 Hr,404.3,973.17
WFK16 - KC WFK E,2393.26*,100 Yr 24 Hr,527.4,973.52
WFK16 - KC WFK E,2393.26*,200 Yr 24 Hr,667.3,973.86
WFK16 - KC WFK E,2393.26*,500 Yr 24 Hr,871.7,974.28
WFK16 - KC WFK E,2324.36*,2 Yr 24 Hr,73.8,970.89
WFK16 - KC WFK E,2324.36*,5 Yr 24 Hr,129.6,971.3
WFK16 - KC WFK E,2324.36*,10 Yr 24 Hr,192.8,971.66
WFK16 - KC WFK E,2324.36*,25 Yr 24 Hr,302.8,972.12
WFK16 - KC WFK E,2324.36*,50 Yr 24 Hr,404.3,972.45
WFK16 - KC WFK E,2324.36*,100 Yr 24 Hr,527.4,972.79
WFK16 - KC WFK E,2324.36*,200 Yr 24 Hr,667.3,973.12
WFK16 - KC WFK E,2324.36*,500 Yr 24 Hr,871.7,973.52
WFK16 - KC WFK E,2255.47,2 Yr 24 Hr,73.8,970.18
WFK16 - KC WFK E,2255.47,5 Yr 24 Hr,129.6,970.58
WFK16 - KC WFK E,2255.47,10 Yr 24 Hr,192.8,970.92
WFK16 - KC WFK E,2255.47,25 Yr 24 Hr,302.8,971.37
WFK16 - KC WFK E,2255.47,50 Yr 24 Hr,404.3,971.69
WFK16 - KC WFK E,2255.47,100 Yr 24 Hr,527.4,972.02
WFK16 - KC WFK E,2255.47,200 Yr 24 Hr,667.3,972.34
WFK16 - KC WFK E,2255.47,500 Yr 24 Hr,871.7,972.71
WFK16 - KC WFK E,2188.45*,2 Yr 24 Hr,73.8,969.44
WFK16 - KC WFK E,2188.45*,5 Yr 24 Hr,129.6,969.81
WFK16 - KC WFK E,2188.45*,10 Yr 24 Hr,192.8,970.14
WFK16 - KC WFK E,2188.45*,25 Yr 24 Hr,302.8,970.59
WFK16 - KC WFK E,2188.45*,50 Yr 24 Hr,404.3,970.91
WFK16 - KC WFK E,2188.45*,100 Yr 24 Hr,527.4,971.24
WFK16 - KC WFK E,2188.45*,200 Yr 24 Hr,667.3,971.55
WFK16 - KC WFK E,2188.45*,500 Yr 24 Hr,871.7,971.88
WFK16 - KC WFK E,2121.43*,2 Yr 24 Hr,73.8,968.7
WFK16 - KC WFK E,2121.43*,5 Yr 24 Hr,129.6,969.06
WFK16 - KC WFK E,2121.43*,10 Yr 24 Hr,192.8,969.38
WFK16 - KC WFK E,2121.43*,25 Yr 24 Hr,302.8,969.81
WFK16 - KC WFK E,2121.43*,50 Yr 24 Hr,404.3,970.14
WFK16 - KC WFK E,2121.43*,100 Yr 24 Hr,527.4,970.46
WFK16 - KC WFK E,2121.43*,200 Yr 24 Hr,667.3,970.76
WFK16 - KC WFK E,2121.43*,500 Yr 24 Hr,871.7,971.12
WFK16 - KC WFK E,2054.41,2 Yr 24 Hr,73.8,968.07
WFK16 - KC WFK E,2054.41,5 Yr 24 Hr,129.6,968.42
WFK16 - KC WFK E,2054.41,10 Yr 24 Hr,192.8,968.73
WFK16 - KC WFK E,2054.41,25 Yr 24 Hr,302.8,969.15
WFK16 - KC WFK E,2054.41,50 Yr 24 Hr,404.3,969.45
WFK16 - KC WFK E,2054.41,100 Yr 24 Hr,527.4,969.73
WFK16 - KC WFK E,2054.41,200 Yr 24 Hr,667.3,969.96
WFK16 - KC WFK E,2054.41,500 Yr 24 Hr,871.7,970.24
WFK16 - KC WFK E,1985.14*,2 Yr 24 Hr,73.8,967.52
WFK16 - KC WFK E,1985.14*,5 Yr 24 Hr,129.6,967.85
WFK16 - KC WFK E,1985.14*,10 Yr 24 Hr,192.8,968.14
WFK16 - KC WFK E,1985.14*,25 Yr 24 Hr,302.8,968.53
WFK16 - KC WFK E,1985.14*,50 Yr 24 Hr,404.3,968.79
WFK16 - KC WFK E,1985.14*,100 Yr 24 Hr,527.4,969.04
WFK16 - KC WFK E,1985.14*,200 Yr 24 Hr,667.3,969.24
WFK16 - KC WFK E,1985.14*,500 Yr 24 Hr,871.7,969.48
WFK16 - KC WFK E,1915.87*,2 Yr 24 Hr,73.8,966.99
WFK16 - KC WFK E,1915.87*,5 Yr 24 Hr,129.6,967.29
WFK16 - KC WFK E,1915.87*,10 Yr 24 Hr,192.8,967.53
WFK16 - KC WFK E,1915.87*,25 Yr 24 Hr,302.8,967.86
WFK16 - KC WFK E,1915.87*,50 Yr 24 Hr,404.3,968.09
WFK16 - KC WFK E,1915.87*,100 Yr 24 Hr,527.4,968.31
WFK16 - KC WFK E,1915.87*,200 Yr 24 Hr,667.3,968.53
WFK16 - KC WFK E,1915.87*,500 Yr 24 Hr,871.7,968.79
WFK16 - KC WFK E,1846.6,2 Yr 24 Hr,73.8,966.29
WFK16 - KC WFK E,1846.6,5 Yr 24 Hr,129.6,966.53
WFK16 - KC WFK E,1846.6,10 Yr 24 Hr,192.8,966.73
WFK16 - KC WFK E,1846.6,25 Yr 24 Hr,302.8,967.02
WFK16 - KC WFK E,1846.6,50 Yr 24 Hr,404.3,967.24
WFK16 - KC WFK E,1846.6,100 Yr 24 Hr,527.4,967.48
WFK16 - KC WFK E,1846.6,200 Yr 24 Hr,667.3,967.7
